userID,artistID,tagID,cluster
3,122,15,1594.0
3,122,33,3759.0
3,122,46,5055.0
3,134,14,3867.0
3,134,33,3759.0
3,134,34,4260.0
3,134,70,4070.0
4,53,18,1314.0
4,64,13,5281.0
4,64,18,1314.0
4,70,18,1314.0
4,153,74,208.0
4,156,79,256.0
4,170,78,256.0
4,174,88,3342.0
4,175,14,3867.0
4,184,24,473.0
4,192,24,473.0
5,53,95,5069.0
5,154,94,3115.0
5,182,95,5069.0
5,182,99,4455.0
5,190,95,5069.0
5,197,95,5069.0
5,222,94,3115.0
5,232,94,3115.0
7,288,127,4271.0
7,288,128,3500.0
8,291,24,473.0
8,291,130,651.0
8,345,30,4561.0
8,345,130,651.0
8,345,134,4608.0
8,345,135,1167.0
8,345,136,1167.0
8,348,30,4561.0
8,348,73,256.0
9,8,73,256.0
9,8,138,2983.0
9,8,139,5394.0
9,8,141,5051.0
9,371,137,4335.0
9,374,137,4335.0
9,375,140,5471.0
9,384,144,4651.0
9,390,139,5394.0
9,396,139,5394.0
9,397,137,4335.0
9,397,139,5394.0
9,397,141,5051.0
9,398,137,4335.0
9,402,137,4335.0
9,403,73,256.0
9,414,137,4335.0
10,196,81,840.0
10,196,165,3114.0
10,199,81,840.0
10,199,165,3114.0
10,430,81,840.0
10,430,165,3114.0
10,440,165,3114.0
11,234,170,242.0
12,300,24,473.0
12,300,109,4218.0
12,333,24,473.0
12,333,73,256.0
12,333,109,4218.0
12,405,78,256.0
12,405,79,256.0
12,489,79,256.0
12,489,177,497.0
12,489,198,4572.0
12,492,176,4643.0
12,492,178,2173.0
12,492,180,2173.0
12,492,186,5223.0
12,494,79,256.0
12,494,176,4643.0
12,494,178,2173.0
12,496,72,4215.0
12,496,78,256.0
12,496,79,256.0
12,497,78,256.0
12,497,79,256.0
12,497,177,497.0
12,503,1,5136.0
12,503,5,4733.0
12,504,73,256.0
12,507,176,4643.0
12,507,178,2173.0
12,507,186,5223.0
12,508,78,256.0
12,508,79,256.0
12,511,24,473.0
12,511,73,256.0
12,511,192,5290.0
12,512,1,5136.0
12,512,78,256.0
12,512,79,256.0
12,512,177,497.0
12,513,78,256.0
12,513,79,256.0
12,517,1,5136.0
12,517,73,256.0
12,517,79,256.0
12,517,177,497.0
13,89,18,1314.0
13,89,24,473.0
13,89,39,473.0
13,89,49,651.0
13,89,124,3659.0
13,89,130,651.0
13,89,134,4608.0
13,89,167,5225.0
13,89,199,4001.0
13,89,200,5304.0
13,89,201,3241.0
13,89,202,3619.0
13,89,203,4396.0
13,89,204,4742.0
13,89,205,334.0
13,89,206,5373.0
13,89,207,2816.0
13,89,208,5457.0
13,89,209,1330.0
13,89,213,4625.0
13,89,214,4081.0
13,89,215,629.0
13,89,228,5187.0
13,89,229,3291.0
13,89,230,3303.0
13,89,231,4619.0
13,89,232,4711.0
13,89,233,3025.0
13,89,234,5143.0
13,89,235,5481.0
14,557,75,285.0
14,557,245,4255.0
14,557,248,5050.0
14,557,249,3788.0
14,557,263,909.0
14,557,267,909.0
14,563,247,4824.0
14,563,252,3744.0
14,563,254,4353.0
16,346,81,840.0
16,346,296,3015.0
16,636,24,473.0
16,636,167,5225.0
16,636,293,4807.0
16,640,24,473.0
16,640,73,256.0
16,640,130,651.0
16,640,291,4029.0
16,640,293,4807.0
16,640,294,4659.0
16,648,291,4029.0
16,648,292,2764.0
16,648,294,4659.0
16,648,307,721.0
16,648,310,721.0
16,648,312,721.0
16,648,313,721.0
16,650,79,256.0
16,650,231,4619.0
16,650,293,4807.0
16,650,294,4659.0
16,650,297,3410.0
16,650,306,2917.0
16,662,167,5225.0
16,667,73,256.0
16,667,79,256.0
16,667,130,651.0
16,667,291,4029.0
16,667,293,4807.0
16,667,294,4659.0
16,667,297,3410.0
16,667,299,4267.0
16,668,24,473.0
16,668,73,256.0
16,668,79,256.0
18,389,23,4566.0
20,752,341,4585.0
20,752,343,5307.0
21,289,24,473.0
21,289,39,473.0
21,289,73,256.0
21,289,79,256.0
21,289,127,4271.0
21,289,130,651.0
21,289,200,5304.0
21,289,203,4396.0
21,289,346,5465.0
21,289,347,2931.0
21,289,348,585.0
21,289,349,5164.0
21,289,350,585.0
21,289,353,5171.0
21,289,354,4525.0
21,289,359,4504.0
21,289,362,1330.0
21,289,364,4098.0
21,289,367,4998.0
21,289,372,5087.0
21,289,374,5017.0
21,299,24,473.0
21,299,39,473.0
21,299,73,256.0
21,299,130,651.0
21,299,308,5271.0
21,299,346,5465.0
21,299,356,5105.0
21,299,371,3640.0
21,465,24,473.0
21,465,39,473.0
21,465,73,256.0
21,465,79,256.0
21,465,130,651.0
21,465,165,3114.0
21,465,285,4690.0
21,465,346,5465.0
21,465,348,585.0
21,465,349,5164.0
21,465,350,585.0
21,465,354,4525.0
21,465,358,629.0
21,465,361,4498.0
21,465,370,2770.0
