userID,artistID,tagID,cluster
2,52,13,443.0
2,52,15,1418.0
2,52,18,575.0
2,52,21,1427.0
2,52,41,912.0
2,73,13,443.0
2,73,14,826.0
2,73,15,1418.0
2,73,18,575.0
2,73,20,1763.0
2,73,21,1427.0
2,73,22,3297.0
2,73,26,1772.0
3,102,14,826.0
3,102,15,1418.0
3,102,18,575.0
3,102,33,3714.0
3,102,44,621.0
3,102,45,264.0
3,102,46,421.0
3,102,69,3516.0
3,122,15,1418.0
3,122,33,3714.0
3,122,46,421.0
3,130,14,826.0
3,130,33,3714.0
3,130,44,621.0
3,130,66,228.0
3,134,14,826.0
3,134,33,3714.0
3,134,34,930.0
3,134,70,3516.0
4,53,18,575.0
4,64,13,443.0
4,64,18,575.0
4,70,18,575.0
4,152,75,2501.0
4,153,74,345.0
4,156,79,1222.0
4,165,18,575.0
4,170,78,871.0
4,171,73,149.0
4,173,78,871.0
4,174,88,2501.0
4,175,14,826.0
4,180,24,435.0
4,180,72,78.0
4,184,24,435.0
4,185,73,149.0
4,192,24,435.0
5,53,95,3673.0
5,154,94,1050.0
5,182,95,3673.0
5,182,99,195.0
5,190,95,3673.0
5,195,95,3673.0
5,197,95,3673.0
5,202,95,3673.0
5,222,94,1050.0
5,232,94,1050.0
5,233,94,1050.0
5,236,99,195.0
7,288,127,200.0
7,288,128,45.0
8,291,24,435.0
8,291,130,777.0
8,345,30,233.0
8,345,130,777.0
8,345,134,1108.0
8,345,135,233.0
8,348,30,233.0
8,348,73,149.0
8,357,127,200.0
9,8,73,149.0
9,8,138,78.0
9,8,139,830.0
9,8,141,651.0
9,371,137,234.0
9,374,137,234.0
9,375,140,435.0
9,379,137,234.0
9,379,140,435.0
9,384,144,822.0
9,390,139,830.0
9,392,137,234.0
9,394,137,234.0
9,396,139,830.0
9,397,137,234.0
9,397,139,830.0
9,397,141,651.0
9,398,137,234.0
9,402,137,234.0
9,403,73,149.0
9,414,137,234.0
9,415,28,233.0
9,415,30,233.0
10,196,81,500.0
10,196,165,40.0
10,199,81,500.0
10,199,165,40.0
10,430,81,500.0
10,430,165,40.0
10,431,79,1222.0
10,440,165,40.0
11,89,24,435.0
11,234,170,1737.0
11,456,24,435.0
11,456,167,1208.0
11,468,167,1208.0
11,482,167,1208.0
12,189,78,871.0
12,189,79,1222.0
12,191,73,149.0
12,191,78,871.0
12,191,79,1222.0
12,191,109,73.0
12,230,169,546.0
12,230,181,546.0
12,230,182,546.0
12,300,24,435.0
