userID,artistID,tagID,cluster
2,52,13,5281.0
2,52,15,5996.0
2,52,18,5990.0
2,52,21,3829.0
2,73,13,5281.0
2,73,14,3867.0
2,73,15,5996.0
2,73,18,5990.0
2,73,20,4025.0
2,73,21,3829.0
2,73,22,4721.0
2,73,26,3446.0
3,102,14,3867.0
3,102,15,5996.0
3,102,18,5990.0
3,102,33,3759.0
3,102,44,5090.0
3,102,45,5715.0
3,102,46,5055.0
3,102,69,4589.0
3,122,15,5996.0
3,122,33,3759.0
3,122,46,5055.0
3,130,14,3867.0
3,130,33,3759.0
3,130,44,5090.0
3,130,66,6243.0
3,134,14,3867.0
3,134,33,3759.0
3,134,34,4260.0
3,134,70,4070.0
4,53,18,5990.0
4,64,13,5281.0
4,64,18,5990.0
4,70,18,5990.0
4,152,75,6058.0
4,153,74,3597.0
4,156,79,4297.0
4,165,18,5990.0
4,170,78,6142.0
4,171,73,6020.0
4,173,78,6142.0
4,174,88,3342.0
4,175,14,3867.0
4,180,24,6125.0
4,180,72,4215.0
4,184,24,6125.0
4,185,73,6020.0
4,192,24,6125.0
5,53,95,5069.0
5,154,94,6231.0
5,182,95,5069.0
5,182,99,4455.0
5,190,95,5069.0
5,195,95,5069.0
5,197,95,5069.0
5,202,95,5069.0
5,222,94,6231.0
5,232,94,6231.0
5,233,94,6231.0
5,236,99,4455.0
7,288,127,4271.0
7,288,128,3500.0
8,291,24,6125.0
8,291,130,3193.0
8,345,30,4561.0
8,345,130,3193.0
8,345,134,4608.0
8,345,135,583.0
8,345,136,583.0
8,348,30,4561.0
8,348,73,6020.0
8,357,127,4271.0
9,8,73,6020.0
9,8,138,5967.0
9,8,139,5394.0
9,8,141,5051.0
9,371,137,4335.0
9,374,137,4335.0
9,375,140,5471.0
9,379,137,4335.0
9,379,140,5471.0
9,384,144,4651.0
9,390,139,5394.0
9,392,137,4335.0
9,394,137,4335.0
9,396,139,5394.0
9,397,137,4335.0
9,397,139,5394.0
9,397,141,5051.0
9,398,137,4335.0
9,402,137,4335.0
9,403,73,6020.0
9,414,137,4335.0
9,415,28,3992.0
9,415,30,4561.0
10,196,81,6244.0
10,196,165,6229.0
10,199,81,6244.0
10,199,165,6229.0
10,430,81,6244.0
10,430,165,6229.0
10,431,79,4297.0
10,440,165,6229.0
11,89,24,6125.0
11,234,170,6038.0
11,456,24,6125.0
11,456,167,5225.0
11,468,167,5225.0
11,482,167,5225.0
12,189,78,6142.0
12,189,79,4297.0
12,191,73,6020.0
12,191,78,6142.0
12,191,79,4297.0
12,191,109,4218.0
12,230,169,4573.0
12,230,181,6153.0
12,230,182,3857.0
12,300,24,6125.0
12,300,109,4218.0
12,333,24,6125.0
12,333,73,6020.0
12,333,109,4218.0
12,344,24,6125.0
12,344,134,4608.0
12,344,185,4289.0
12,344,193,4527.0
12,405,78,6142.0
12,405,79,4297.0
12,486,78,6142.0
12,486,79,4297.0
12,486,81,6244.0
12,486,176,4643.0
12,488,78,6142.0
12,488,79,4297.0
12,489,79,4297.0
12,489,177,6118.0
12,489,198,4572.0
12,490,72,4215.0
12,490,78,6142.0
12,490,79,4297.0
12,490,170,6038.0
12,491,102,6271.0
12,491,103,4209.0
12,492,176,4643.0
12,492,178,6160.0
12,492,180,4832.0
12,492,186,5223.0
12,494,79,4297.0
12,494,176,4643.0
12,494,178,6160.0
12,495,78,6142.0
12,495,79,4297.0
12,495,183,5998.0
12,496,72,4215.0
12,496,78,6142.0
12,496,79,4297.0
12,497,78,6142.0
12,497,79,4297.0
12,497,177,6118.0
12,499,78,6142.0
12,499,79,4297.0
12,503,1,5136.0
12,503,5,4733.0
12,504,73,6020.0
12,507,176,4643.0
12,507,178,6160.0
12,507,186,5223.0
12,508,78,6142.0
12,508,79,4297.0
12,509,6,5089.0
12,509,18,5990.0
12,509,61,4228.0
12,509,189,5221.0
12,510,73,6020.0
12,510,78,6142.0
12,510,79,4297.0
12,510,177,6118.0
12,510,198,4572.0
12,511,24,6125.0
12,511,73,6020.0
12,511,192,5290.0
12,512,1,5136.0
12,512,78,6142.0
12,512,79,4297.0
12,512,177,6118.0
12,513,78,6142.0
12,513,79,4297.0
12,517,1,5136.0
12,517,73,6020.0
12,517,79,4297.0
12,517,177,6118.0
12,520,18,5990.0
12,520,39,5132.0
12,520,187,4123.0
12,521,73,6020.0
12,521,79,4297.0
12,521,182,3857.0
12,521,188,5081.0
12,521,196,4049.0
12,522,7,6011.0
12,522,30,4561.0
12,522,89,5986.0
12,522,179,5314.0
13,55,18,5990.0
13,55,24,6125.0
13,55,39,5132.0
13,55,124,3659.0
13,55,130,3193.0
13,55,200,5304.0
13,55,201,3241.0
13,55,202,3619.0
13,55,203,4396.0
13,55,204,4742.0
13,55,205,6067.0
13,55,208,5457.0
13,67,18,5990.0
