userID,artistID,tagID,cluster
2,52,13,493.0
2,52,15,1078.0
2,52,18,305.0
2,52,21,313.0
2,52,41,74.0
2,73,13,493.0
2,73,14,344.0
2,73,15,1078.0
2,73,18,305.0
2,73,20,8496.0
2,73,21,313.0
2,73,22,4616.0
2,73,26,8272.0
3,102,14,344.0
3,102,15,1078.0
3,102,18,305.0
3,102,33,6142.0
3,102,44,7190.0
3,102,45,4071.0
3,102,46,8327.0
3,102,69,134.0
3,122,15,1078.0
3,122,33,6142.0
3,122,46,8327.0
3,130,14,344.0
3,130,33,6142.0
3,130,44,7190.0
3,130,66,7325.0
3,134,14,344.0
3,134,33,6142.0
3,134,34,8188.0
3,134,70,6872.0
4,53,18,305.0
4,64,13,493.0
4,64,18,305.0
4,70,18,305.0
4,152,75,1685.0
4,153,74,482.0
4,156,79,182.0
4,165,18,305.0
4,170,78,161.0
4,171,73,804.0
4,173,78,161.0
4,174,88,1215.0
4,175,14,344.0
4,180,24,173.0
4,180,72,29.0
4,184,24,173.0
4,185,73,804.0
4,192,24,173.0
5,53,95,8555.0
5,154,94,7529.0
5,182,95,8555.0
5,182,99,7923.0
5,190,95,8555.0
5,195,95,8555.0
5,197,95,8555.0
5,202,95,8555.0
5,222,94,7529.0
5,232,94,7529.0
5,233,94,7529.0
5,236,99,7923.0
7,288,127,7752.0
7,288,128,99.0
8,291,24,173.0
8,291,130,74.0
8,345,30,449.0
8,345,130,74.0
8,345,134,525.0
8,348,30,449.0
8,348,73,804.0
8,357,127,7752.0
9,8,73,804.0
9,8,138,7889.0
9,8,139,512.0
9,8,141,1359.0
9,371,137,7584.0
9,374,137,7584.0
9,375,140,204.0
9,379,137,7584.0
9,379,140,204.0
9,384,144,734.0
9,390,139,512.0
9,392,137,7584.0
9,394,137,7584.0
9,396,139,512.0
9,397,137,7584.0
9,397,139,512.0
9,397,141,1359.0
9,398,137,7584.0
9,402,137,7584.0
9,403,73,804.0
9,414,137,7584.0
9,415,28,8457.0
9,415,30,449.0
10,196,81,438.0
10,196,165,6277.0
10,199,81,438.0
10,199,165,6277.0
10,430,81,438.0
10,430,165,6277.0
10,431,79,182.0
10,440,165,6277.0
11,89,24,173.0
11,234,170,7238.0
11,456,24,173.0
11,456,167,8113.0
11,468,167,8113.0
11,482,167,8113.0
12,189,78,161.0
12,189,79,182.0
12,191,73,804.0
12,191,78,161.0
12,191,79,182.0
12,191,109,436.0
12,230,169,832.0
12,230,181,8115.0
12,230,182,479.0
12,300,24,173.0
12,300,109,436.0
12,333,24,173.0
12,333,73,804.0
12,333,109,436.0
12,344,24,173.0
12,344,134,525.0
12,344,185,453.0
12,344,193,7681.0
12,405,78,161.0
12,405,79,182.0
12,486,78,161.0
12,486,79,182.0
12,486,81,438.0
12,486,176,8170.0
12,488,78,161.0
12,488,79,182.0
12,489,79,182.0
12,489,177,201.0
12,489,198,3340.0
12,490,72,29.0
12,490,78,161.0
12,490,79,182.0
12,490,170,7238.0
12,491,102,236.0
12,491,103,1576.0
12,492,176,8170.0
12,492,178,726.0
12,492,180,815.0
12,492,186,8094.0
12,494,79,182.0
12,494,176,8170.0
12,494,178,726.0
12,495,78,161.0
12,495,79,182.0
12,495,183,334.0
12,496,72,29.0
12,496,78,161.0
12,496,79,182.0
12,497,78,161.0
12,497,79,182.0
12,497,177,201.0
12,499,78,161.0
12,499,79,182.0
12,503,1,308.0
12,503,5,349.0
12,504,73,804.0
12,507,176,8170.0
12,507,178,726.0
12,507,186,8094.0
12,508,78,161.0
12,508,79,182.0
12,509,6,362.0
12,509,18,305.0
12,509,61,576.0
12,509,189,1268.0
12,510,73,804.0
12,510,78,161.0
12,510,79,182.0
12,510,177,201.0
12,510,198,3340.0
12,511,24,173.0
12,511,73,804.0
12,511,192,460.0
12,512,1,308.0
12,512,78,161.0
12,512,79,182.0
12,512,177,201.0
12,513,78,161.0
12,513,79,182.0
12,517,1,308.0
12,517,73,804.0
12,517,79,182.0
12,517,177,201.0
12,520,18,305.0
12,520,39,107.0
12,520,187,305.0
12,521,73,804.0
12,521,79,182.0
12,521,182,479.0
12,521,188,6214.0
12,521,196,4332.0
12,522,7,387.0
12,522,30,449.0
12,522,89,1292.0
12,522,179,363.0
13,55,18,305.0
13,55,24,173.0
13,55,39,107.0
13,55,124,513.0
13,55,130,74.0
13,55,200,33.0
13,55,201,1614.0
13,55,202,56.0
13,55,203,7553.0
13,55,204,5392.0
13,55,205,6210.0
13,55,208,230.0
13,67,18,305.0
13,67,24,173.0
13,67,39,107.0
13,67,124,513.0
13,67,130,74.0
13,67,199,56.0
13,67,200,33.0
13,67,201,1614.0
13,67,202,56.0
13,67,203,7553.0
13,67,204,5392.0
13,67,205,6210.0
13,67,209,318.0
13,89,18,305.0
13,89,24,173.0
13,89,39,107.0
13,89,49,74.0
13,89,124,513.0
13,89,130,74.0
13,89,134,525.0
13,89,167,8113.0
13,89,199,56.0
13,89,200,33.0
13,89,201,1614.0
13,89,202,56.0
13,89,203,7553.0
13,89,204,5392.0
13,89,205,6210.0
13,89,206,8495.0
13,89,207,8227.0
13,89,208,230.0
13,89,209,318.0
13,89,213,8.0
13,89,214,6422.0
13,89,215,6627.0
13,89,228,5505.0
13,89,229,336.0
13,89,230,628.0
13,89,231,870.0
13,89,232,8374.0
13,89,233,6270.0
13,89,234,221.0
13,89,235,400.0
13,298,24,173.0
13,298,130,74.0
13,298,199,56.0
13,298,206,8495.0
13,298,210,352.0
14,552,16,297.0
14,552,25,358.0
14,552,242,205.0
14,552,245,575.0
14,552,248,8627.0
14,552,249,8317.0
14,552,263,419.0
14,552,266,8284.0
14,552,267,5666.0
14,552,268,7925.0
14,552,272,6017.0
14,552,274,3857.0
14,557,75,1685.0
14,557,245,575.0
14,557,248,8627.0
14,557,249,8317.0
14,557,263,419.0
14,557,267,5666.0
14,559,75,1685.0
14,559,245,575.0
14,559,248,8627.0
14,559,249,8317.0
14,559,253,8490.0
14,559,259,8332.0
14,563,247,298.0
14,563,252,7136.0
14,563,254,487.0
15,600,18,305.0
15,600,90,8504.0
15,600,213,8.0
15,600,281,6358.0
15,600,282,9.0
15,600,283,62.0
15,600,285,756.0
15,600,286,7156.0
15,600,287,977.0
15,600,288,429.0
15,600,290,417.0
16,346,81,438.0
16,346,296,1291.0
16,636,24,173.0
16,636,167,8113.0
16,636,293,5343.0
16,640,24,173.0
16,640,73,804.0
16,640,130,74.0
16,640,291,6645.0
16,640,293,5343.0
16,640,294,8296.0
16,647,24,173.0
16,647,81,438.0
16,647,130,74.0
16,647,199,56.0
16,647,293,5343.0
16,647,303,837.0
16,648,291,6645.0
16,648,292,8114.0
16,648,294,8296.0
16,648,307,480.0
16,650,79,182.0
16,650,231,870.0
16,650,293,5343.0
16,650,294,8296.0
16,650,297,436.0
16,650,306,74.0
16,662,167,8113.0
16,667,73,804.0
16,667,79,182.0
16,667,130,74.0
16,667,291,6645.0
16,667,293,5343.0
16,667,294,8296.0
16,667,297,436.0
16,667,299,5953.0
16,668,24,173.0
16,668,73,804.0
16,668,79,182.0
16,675,73,804.0
16,675,79,182.0
16,675,293,5343.0
16,677,199,56.0
16,677,231,870.0
18,389,23,227.0
18,722,90,8504.0
18,722,327,284.0
20,752,341,4731.0
20,752,343,7949.0
21,289,24,173.0
21,289,39,107.0
21,289,73,804.0
21,289,79,182.0
21,289,127,7752.0
21,289,130,74.0
21,289,200,33.0
21,289,203,7553.0
21,289,346,8503.0
21,289,347,5502.0
21,289,348,541.0
21,289,349,431.0
21,289,350,541.0
21,289,353,357.0
21,289,354,8169.0
21,289,359,6042.0
21,289,362,7469.0
21,289,364,270.0
21,289,367,1281.0
21,289,372,8616.0
21,289,374,1579.0
21,299,24,173.0
21,299,39,107.0
21,299,73,804.0
21,299,130,74.0
21,299,308,100.0
21,299,346,8503.0
21,299,356,7749.0
21,299,371,196.0
21,465,24,173.0
21,465,39,107.0
21,465,73,804.0
21,465,79,182.0
21,465,130,74.0
21,465,165,6277.0
21,465,285,756.0
21,465,346,8503.0
21,465,348,541.0
21,465,349,431.0
21,465,350,541.0
21,465,354,8169.0
21,465,358,121.0
21,465,361,5438.0
21,465,370,270.0
21,523,24,173.0
21,523,39,107.0
21,523,49,74.0
21,523,73,804.0
21,523,130,74.0
