userID,artistID,tagID,cluster
2,52,13,1976.0
2,52,15,2157.0
2,52,18,333.0
2,52,21,2518.0
2,52,41,146.0
2,73,13,1976.0
2,73,14,1420.0
2,73,15,2157.0
2,73,18,333.0
2,73,20,1520.0
2,73,21,2518.0
2,73,22,4616.0
2,73,26,552.0
3,102,14,1420.0
3,102,15,2157.0
3,102,18,333.0
3,102,33,6142.0
3,102,44,7190.0
3,102,45,90.0
3,102,46,453.0
3,102,69,1084.0
3,122,15,2157.0
3,122,33,6142.0
3,122,46,453.0
3,130,14,1420.0
3,130,33,6142.0
3,130,44,7190.0
3,130,66,7325.0
3,134,14,1420.0
3,134,33,6142.0
3,134,34,305.0
3,134,70,6872.0
4,53,18,333.0
4,64,13,1976.0
4,64,18,333.0
4,70,18,333.0
4,152,75,376.0
4,153,74,1530.0
4,156,79,476.0
4,165,18,333.0
4,170,78,277.0
4,171,73,498.0
4,173,78,277.0
4,174,88,341.0
4,175,14,1420.0
4,180,24,1392.0
4,180,72,245.0
4,184,24,1392.0
4,185,73,498.0
4,192,24,1392.0
5,53,95,4277.0
5,154,94,7529.0
5,182,95,4277.0
5,182,99,77.0
5,190,95,4277.0
5,195,95,4277.0
5,197,95,4277.0
5,202,95,4277.0
5,222,94,7529.0
5,232,94,7529.0
5,233,94,7529.0
5,236,99,77.0
7,288,127,7752.0
7,288,128,1609.0
8,291,24,1392.0
8,291,130,146.0
8,345,30,449.0
8,345,130,146.0
8,345,134,1051.0
8,348,30,449.0
8,348,73,498.0
8,357,127,7752.0
9,8,73,498.0
9,8,138,3944.0
9,8,139,1833.0
9,8,141,338.0
9,371,137,7584.0
9,374,137,7584.0
9,375,140,820.0
9,379,137,7584.0
9,379,140,820.0
9,384,144,1470.0
9,390,139,1833.0
9,392,137,7584.0
9,394,137,7584.0
9,396,139,1833.0
9,397,137,7584.0
9,397,139,1833.0
9,397,141,338.0
9,398,137,7584.0
9,402,137,7584.0
9,403,73,498.0
9,414,137,7584.0
9,415,28,345.0
9,415,30,449.0
10,196,81,369.0
10,196,165,348.0
10,199,81,369.0
10,199,165,348.0
10,430,81,369.0
10,430,165,348.0
10,431,79,476.0
10,440,165,348.0
11,89,24,1392.0
11,234,170,7238.0
11,456,24,1392.0
11,456,167,347.0
11,468,167,347.0
11,482,167,347.0
12,189,78,277.0
12,189,79,476.0
12,191,73,498.0
12,191,78,277.0
12,191,79,476.0
12,191,109,1276.0
12,230,169,777.0
12,230,181,335.0
12,230,182,959.0
12,300,24,1392.0
12,300,109,1276.0
12,333,24,1392.0
12,333,73,498.0
12,333,109,1276.0
12,344,24,1392.0
12,344,134,1051.0
12,344,185,907.0
12,344,193,7681.0
12,405,78,277.0
12,405,79,476.0
12,486,78,277.0
12,486,79,476.0
12,486,81,369.0
12,486,176,271.0
12,488,78,277.0
12,488,79,476.0
12,489,79,476.0
12,489,177,807.0
12,489,198,3340.0
12,490,72,245.0
12,490,78,277.0
12,490,79,476.0
12,490,170,7238.0
12,491,102,463.0
12,491,103,3153.0
12,492,176,271.0
12,492,178,1453.0
12,492,180,3263.0
12,492,186,175.0
12,494,79,476.0
12,494,176,271.0
12,494,178,1453.0
12,495,78,277.0
12,495,79,476.0
12,495,183,1033.0
12,496,72,245.0
12,496,78,277.0
12,496,79,476.0
12,497,78,277.0
12,497,79,476.0
12,497,177,807.0
12,499,78,277.0
12,499,79,476.0
12,503,1,585.0
12,503,5,567.0
12,504,73,498.0
12,507,176,271.0
12,507,178,1453.0
12,507,186,175.0
12,508,78,277.0
12,508,79,476.0
12,509,6,352.0
12,509,18,333.0
12,509,61,815.0
