,userID,recom_artist,confidence
0,925,707,0.001398927531828825
1,925,163,0.0010860560384657958
2,925,289,0.0009841241508464589
3,925,190,0.0009363376261885402
4,925,154,0.0009212611369217924
5,925,173,0.0007974940372501386
6,925,89,0.0007518899976866405
7,925,1412,0.0006675928390870726
8,925,292,0.0005833000932337579
9,925,65,0.000576294132212391
10,1775,72,0.006070786007980781
11,1775,1064,0.0026286020707589003
12,1775,3907,0.00171915402794182
13,1775,51,0.0014311584610950635
14,1775,159,0.0013558574466923995
15,1775,3908,0.0011733908444682265
16,1775,5089,0.0009811743667011194
17,1775,4880,0.0009318208966400673
18,1775,877,0.0009139507803830222
19,1775,67,0.0009003147363704757
20,1466,89,0.004277165790639535
21,1466,288,0.00354556820374987
22,1466,295,0.0022266304901226264
23,1466,300,0.0021626380118353952
24,1466,701,0.0016809853960347383
25,1466,257,0.001566064785130748
26,1466,466,0.0014006692956545523
27,1466,325,0.0013368482074679075
28,1466,157,0.0013345764077735507
29,1466,498,0.0013129578683155033
30,503,55,0.0020803550645003993
31,503,466,0.001755507968115678
32,503,461,0.001487524335307697
33,503,257,0.0014864867196254265
34,503,498,0.001413562632753345
35,503,333,0.0014001567527998327
36,503,344,0.0013549150547351272
37,503,291,0.0009316902983342448
38,503,306,0.0009023770563346353
39,503,157,0.000882800697183461
40,618,163,0.0017030374248780786
41,618,424,0.0016200624589282676
42,618,3833,0.0015661014638750747
43,618,7008,0.0015186584083750662
44,618,333,0.0013909705282501527
45,618,1796,0.0011039129246456926
46,618,14128,0.0010819531837616481
47,618,227,0.0008542398996533808
48,618,234,0.0008445936843464409
49,618,5549,0.0008229915914285506
50,1958,67,0.0017137845040555498
51,1958,511,0.0013376266859006667
52,1958,3264,0.001079577936201724
53,1958,154,0.001015395981027059
54,1958,152,0.0009211133022293953
55,1958,190,0.0008910830728684672
56,1958,163,0.000863104706311742
57,1958,8388,0.0008436192566297799
58,1958,89,0.0008070071170145294
59,1958,1014,0.0008037021322423166
60,2010,188,0.002070063858834294
61,2010,370,0.0017568684093798711
62,2010,506,0.0016476780123233516
63,2010,72,0.0014063186218131792
64,2010,932,0.0012542434019033705
65,2010,207,0.0012490980727053293
66,2010,860,0.0009174970953078802
67,2010,2006,0.0008965434483164006
68,2010,181,0.0008788928985597802
69,2010,89,0.0008682712314108842
70,1581,227,0.002598058264660114
71,1581,498,0.001643703040019572
72,1581,207,0.0013408633810057659
73,1581,154,0.0012757920063515113
74,1581,289,0.001216152018392134
75,1581,190,0.0011163674980134806
76,1581,72,0.0009712864830758609
77,1581,89,0.000959995466156866
78,1581,67,0.0009400153932217002
79,1581,533,0.0009313562043133365
80,1982,14154,0.003231646352401226
81,1982,14155,0.003060810421877815
82,1982,3812,0.0015194549165988632
83,1982,14159,0.0013216057402991807
84,1982,45,0.0012288836466730572
85,1982,540,0.0011667675652233798
86,1982,3227,0.0010583346844773526
87,1982,14162,0.000851806931359795
88,1982,14163,0.0007877434574135151
89,1982,173,0.0007389782294247064
90,1134,498,0.0036369080534515773
91,1134,209,0.0026266766834380216
92,1134,227,0.0020837034023304243
93,1134,289,0.0019470161098510375
94,1134,207,0.0017605699879108304
95,1134,195,0.0016443317918025642
96,1134,292,0.0014690714270414141
97,1134,1922,0.0013441908699432714
98,1134,4618,0.0012729242413936689
99,1134,12191,0.0012672891355242518
100,1768,289,0.008337937658821093
101,1768,292,0.002953337267095876
102,1768,300,0.001990300539711418
103,1768,295,0.0019534023897771874
104,1768,466,0.0018732377965873638
105,1768,67,0.0018536386536079602
106,1768,55,0.0016128574873346777
107,1768,679,0.0015246276372603235
108,1768,498,0.0013142300833399597
109,1768,701,0.0011594108601504954
110,491,707,0.003944143991866777
111,491,503,0.0016672039744465438
112,491,1249,0.0016277890381617293
113,491,15250,0.0016210508796014014
114,491,1412,0.00139917634125608
115,491,841,0.001352529907308307
116,491,724,0.0011169910557799843
117,491,227,0.0010791166160041598
118,491,188,0.0009815898870552
119,491,706,0.0008847854586830079
120,617,289,0.006541980161622581
121,617,701,0.00333253279654065
122,617,157,0.0022273289151627713
123,617,257,0.0015874596695261097
124,617,300,0.001397096987702588
125,617,466,0.0011867601860346866
126,617,913,0.0011560453619579622
127,617,314,0.0010047735881222402
128,617,4566,0.0009575504781518421
129,617,461,0.0009378730671371356
130,2003,72,0.0020708714567563395
131,2003,744,0.001300205514966221
132,2003,603,0.001189993899510732
133,2003,748,0.0011179426639700125
134,2003,107,0.0008389773152858417
135,2003,2446,0.0007683943544821954
136,2003,227,0.000664588806285465
137,2003,444,0.0006644154053444083
138,2003,190,0.0006190471811990504
139,2003,4865,0.000613682345593539
140,609,288,0.002657072637005082
141,609,67,0.002459916928627355
142,609,300,0.0016645369910402315
143,609,55,0.0015970030062364515
144,609,701,0.0015521013122151233
145,609,227,0.0014828254699698134
146,609,190,0.00134906896158207
147,609,466,0.0013073605278649872
148,609,344,0.0011718672382481966
149,609,498,0.0011709401247006952
150,338,289,0.0021646016173881926
151,338,72,0.002116459667677151
152,338,227,0.0018141126740840662
153,338,292,0.0013787991317004028
154,338,701,0.0011277442273630778
155,338,511,0.0010785484978631712
156,338,55,0.0007986927767455156
157,338,295,0.0007417066981632343
158,338,288,0.0007395086009160717
159,338,959,0.0007227726816644636
160,2035,10331,0.002184438565340308
161,2035,10332,0.0019796474498396536
162,2035,10334,0.0017065926291721157
163,2035,10336,0.0015207239097650093
164,2035,163,0.0014683186385513768
165,2035,10337,0.0013652741033376922
166,2035,10338,0.0012970103981708074
167,2035,10341,0.0012970103981708074
168,2035,227,0.0011818227421914148
169,2035,10342,0.0011604829878370387
170,996,13982,0.0014878358896224853
171,996,16504,0.00130616112835663
172,996,227,0.0012129512585433088
173,996,1828,0.0007019416717356491
174,996,17337,0.0006902971076664443
175,996,1427,0.0006301702535323644
176,996,17338,0.0006211064884830946
177,996,9045,0.0006096058520663187
178,996,1412,0.0005969810363466294
179,996,154,0.0005750752087919008
180,99,72,0.008887041389898669
181,99,227,0.0016851373549248091
182,99,289,0.0015215187311416972
183,99,154,0.0014813617215203554
184,99,89,0.0014118611738804636
185,99,498,0.0012992157575468764
186,99,173,0.0011671178584829055
187,99,67,0.001127487404640494
188,99,207,0.0009324682989330824
189,99,292,0.0009195238222957936
190,1511,292,0.0047934587635298925
191,1511,288,0.0027528089981851984
192,1511,300,0.0022216524430733503
193,1511,344,0.0019699846708641777
194,1511,295,0.00192276418043053
195,1511,55,0.0018001950799602898
