,userID,recom_artist,confidence
0,925,707,0.0011421241709117659
1,925,163,0.0009187858407651472
2,925,289,0.0008545277809798075
3,925,190,0.000806171973502387
4,925,154,0.000794879572004342
5,925,173,0.0006703234787486066
6,925,89,0.0006582801828514481
7,925,1412,0.0005701343899129482
8,925,292,0.000532652715815164
9,925,65,0.0005109733925845847
10,1775,72,0.004964906961674512
11,1775,1064,0.0023890678835869305
12,1775,3907,0.001566625067428222
13,1775,159,0.0012674588564531755
14,1775,51,0.0012642110201803575
15,1775,3908,0.0010692837761811676
16,1775,67,0.0009187973181627239
17,1775,877,0.0008428511029492984
18,1775,61,0.0008209759658632909
19,1775,2358,0.0008149105628597858
20,1466,89,0.003855415028454549
21,1466,288,0.0031494007193318546
22,1466,295,0.0019763969843952867
23,1466,300,0.0019074177970776903
24,1466,701,0.0014369114818526677
25,1466,257,0.0013721738380523705
26,1466,466,0.00126102985048824
27,1466,498,0.001236346856572993
28,1466,157,0.0012240767726883442
29,1466,333,0.0011685136138789498
30,503,55,0.0017944242042853044
31,503,466,0.0015092153346384137
32,503,461,0.0013067184742623647
33,503,257,0.0012990629398639
34,503,498,0.001251619344865182
35,503,333,0.0012193108992173823
36,503,344,0.0011771763922735225
37,503,157,0.0008800949173214933
38,503,291,0.0007942585047670111
39,503,306,0.0007802034782339296
40,618,163,0.0015116981299935965
41,618,424,0.0014099812541723607
42,618,3833,0.0014012584566515413
43,618,7008,0.0013606380192257984
44,618,333,0.001152895819655604
45,618,14128,0.0009755181834154623
46,618,1796,0.0009317127507192791
47,618,234,0.00073361429887649
48,618,227,0.0007161915688915559
49,618,5549,0.0006703374235808761
50,1958,67,0.0015823737836206519
51,1958,511,0.001133404687666008
52,1958,3264,0.0009062842319283772
53,1958,154,0.00090056953238148
54,1958,190,0.0008235627634807282
55,1958,89,0.0008066380254312679
56,1958,163,0.0007807586138566793
57,1958,152,0.000759014960679467
58,1958,8388,0.0007221979172505102
59,1958,1014,0.0007109398462209124
60,2010,188,0.0017511847811832015
61,2010,370,0.0015954774518686214
62,2010,506,0.0013901911289108252
63,2010,72,0.0012413229044442049
64,2010,207,0.001083450902928358
65,2010,932,0.0010486171425490767
66,2010,498,0.0008304484459485068
67,2010,289,0.0008024830848169071
68,2010,89,0.0007962961105755006
69,2010,860,0.0007728936719953015
70,1581,227,0.0022342052360644015
71,1581,498,0.001459988154389832
72,1581,289,0.0011293599566809301
73,1581,207,0.0011122997939207939
74,1581,154,0.0010871606333940432
75,1581,190,0.0009862698252825078
76,1581,2663,0.0008565163138062101
77,1581,72,0.0008296407504861926
78,1581,67,0.0008292869251808137
79,1581,89,0.0008199182870103801
80,1982,14154,0.002927433132608798
81,1982,14155,0.00277267895819776
82,1982,3812,0.0013767418311107778
83,1982,14159,0.0011971954881520566
84,1982,45,0.001123165049267658
85,1982,540,0.0010556389014499464
86,1982,3227,0.000952477716454733
87,1982,779,0.0008040837874105635
88,1982,418,0.0007806082899141592
89,1982,14162,0.0007716215085217025
90,1134,498,0.002930070232206366
91,1134,209,0.0027768585609225104
92,1134,227,0.001760531265900888
93,1134,289,0.0016721127796129084
94,1134,207,0.0014039407147027761
95,1134,195,0.0012787124295873971
96,1134,292,0.0012501883702050864
97,1134,1922,0.001149922661716921
98,1134,4618,0.0010868074617875292
99,1134,12191,0.001083013115040807
100,1768,289,0.006952036516190065
101,1768,292,0.0025508299512083813
102,1768,67,0.0017487804469525942
103,1768,300,0.0017163072798992078
104,1768,295,0.0016751918233881445
105,1768,466,0.001622109637793428
106,1768,55,0.0013757497520680516
107,1768,679,0.0013603922080228695
108,1768,498,0.001280259933712939
109,1768,333,0.000979737575455515
110,491,707,0.003784217962439021
111,491,1249,0.001520857446301614
112,491,15250,0.0014051786721317016
113,491,503,0.0013926549728525684
114,491,1412,0.0013088026472656046
115,491,841,0.0013037138344970532
116,491,227,0.0010933217432082616
117,491,724,0.0010692015301312701
118,491,188,0.000856160176427016
119,491,706,0.0008426542099707478
120,617,289,0.005702091179706411
121,617,701,0.0027269442839580656
122,617,157,0.001986339125306864
123,617,257,0.0014089752876689486
124,617,300,0.0012832889561146135
125,617,466,0.0010904249743371329
126,617,913,0.0010540925573443067
127,617,461,0.0008811741938110112
128,617,314,0.0008689596414687685
129,617,72,0.0008654517193721275
130,2003,72,0.0020070067058659095
131,2003,744,0.001067846130910465
132,2003,603,0.0010331257067840171
133,2003,748,0.0010180366661321357
134,2003,107,0.00065682523715989
135,2003,227,0.0006475997183680975
136,2003,190,0.0006463229372130865
137,2003,2446,0.000588050851130052
138,2003,67,0.0005693937112549058
139,2003,154,0.0005562738327215405
140,609,67,0.002275612372171327
141,609,288,0.002272842368598693
142,609,300,0.0014620929268470064
143,609,55,0.0013671604270474287
144,609,227,0.0013349904840262142
145,609,701,0.0012915862335535265
146,609,190,0.0011888970748517634
147,609,466,0.00114551994052599
148,609,498,0.0010962618513876764
149,609,344,0.0010232363372110877
150,338,289,0.003369144239105078
151,338,72,0.0018122907897469352
152,338,227,0.0015846496806390953
153,338,292,0.001358397728053055
154,338,701,0.0009518097162177187
155,338,511,0.0008992315265658576
156,338,707,0.0007901010545626016
157,338,288,0.0007707841463545791
158,338,959,0.0007606796463201781
159,338,1249,0.0007418609190325561
160,2035,10331,0.0019708839226691742
161,2035,10332,0.0017861135549189391
162,2035,10334,0.0015397530645852918
163,2035,10336,0.001372013494633034
164,2035,163,0.0013566653449558544
165,2035,10346,0.0013288594469519864
166,2035,10337,0.001231802451668234
167,2035,10338,0.0011702123290848222
168,2035,10341,0.0011702123290848222
169,2035,10342,0.0010470320839179985
170,996,13982,0.001223191717170949
171,996,16504,0.001178978750483256
172,996,227,0.0010585699890756815
173,996,1828,0.0006331303579514771
174,996,17337,0.0005678482889160267
175,996,154,0.0005572570536725716
176,996,1427,0.0005503380571546542
177,996,17338,0.000536770839119609
178,996,9045,0.0005044226834766642
179,996,1412,0.0004963457184744695
180,99,72,0.007463635547978906
181,99,227,0.0014976883616070473
182,99,289,0.0014072881350921523
183,99,89,0.0013777122734079938
184,99,154,0.001358919453377087
185,99,498,0.0011739427377203608
186,99,67,0.0010599775048814868
187,99,173,0.001044937151864038
188,99,292,0.0009762708077674638
189,99,207,0.0008526288243456141
190,1511,292,0.004153285687108199
191,1511,288,0.002398436161602968
192,1511,300,0.0019257373048315856
193,1511,344,0.001708645636337155
194,1511,295,0.0016500084997645053
195,1511,55,0.0015092805670444348
196,1511,701,0.001377378727134817
197,1511,15529,0.001153536999955479
198,1511,325,0.0008673999904689177
199,1511,227,0.0007410807276428667
200,324,14306,0.01811611286437632
201,324,917,0.0020415276995162453
202,324,707,0.002022196446875061
203,324,14307,0.0012493870940949187
204,324,1513,0.0011160630024682032
205,324,227,0.0010268116981385527
206,324,1372,0.0007873410830053282
207,324,918,0.0007612117053537253
208,324,706,0.0007412694869593002
209,324,1810,0.0007375689839676387
210,1549,173,0.002340767091576319
211,1549,227,0.0021035933712063638
212,1549,163,0.0018902196196097503
213,1549,228,0.001391868674444107
214,1549,441,0.0013357669545787044
215,1549,289,0.0011678558051983765
216,1549,190,0.0011657123480856815
217,1549,65,0.001139419586933946
218,1549,72,0.0011052693576048122
219,1549,298,0.0010523998094955258
220,2064,498,0.0031333387044538683
221,2064,154,0.0023885860993300696
222,2064,89,0.0019265673528334627
223,2064,289,0.0017989021747021824
224,2064,378,0.0012797282065444098
225,2064,486,0.0010908308195910776
226,2064,687,0.0010728769262601558
227,2064,227,0.0009414079773790318
228,2064,173,0.0008738586336020224
229,2064,292,0.0008421873142550379
230,1649,89,0.002133044972225728
231,1649,55,0.001730400799317472
232,1649,67,0.0015797929794879892
233,1649,295,0.0015275848764604299
234,1649,300,0.0012443266264324552
235,1649,333,0.0010187586235691627
236,1649,701,0.0009225634552506946
237,1649,310,0.0008955743279969617
238,1649,15765,0.0008178466381144149
239,1649,461,0.0008061957177440593
240,1389,289,0.0020123359474172203
241,1389,1400,0.001457898358332072
242,1389,89,0.00136939484711671
243,1389,72,0.001339834817509532
244,1389,1243,0.0010063335993141646
245,1389,207,0.0009301746293670166
246,1389,418,0.000881036562935691
247,1389,173,0.0008389736977577792
248,1389,498,0.0008156634383454806
249,1389,903,0.0008041735230518494
250,1075,72,0.00234770864097811
251,1075,289,0.0022011299759387088
252,1075,227,0.0013884389879356784
253,1075,67,0.0010472713626775417
254,1075,498,0.0010311391124465839
255,1075,55,0.0009974393164311173
256,1075,190,0.0009571450024140115
257,1075,292,0.0008227101210313861
258,1075,288,0.0008021676254245031
259,1075,418,0.0007412553678651444
260,909,289,0.0018933698431628124
261,909,614,0.0013944000811730263
262,909,72,0.001276949777208429
263,909,498,0.0009491038620498748
264,909,503,0.0008926697645811493
265,909,190,0.000886589560995781
266,909,333,0.0008747742445933144
267,909,51,0.0008314987997355439
268,909,288,0.0007786801789071425
269,909,7,0.000773910533677721
270,1879,498,0.001188563780427706
271,1879,190,0.0010518197043536907
272,1879,72,0.001036485289063371
273,1879,917,0.0010357676090602607
274,1879,289,0.0008797349119270058
275,1879,89,0.0007583410431633939
276,1879,288,0.0006354768945719213
277,1879,486,0.0005742214305977268
278,1879,67,0.0005515193791480061
279,1879,292,0.000546734763702703
280,1625,72,0.0017592268453608978
281,1625,227,0.0015650967464778225
282,1625,289,0.0011772329950675486
283,1625,67,0.0009125690882651768
284,1625,18027,0.0007842288838482399
285,1625,889,0.000770115419861323
286,1625,212,0.0006390675163648254
287,1625,89,0.0005957378014628285
288,1625,18028,0.0005928044909311575
289,1625,51,0.0005782512861342595
290,30,292,0.0026022373317755375
291,30,344,0.002179250025940628
292,30,288,0.0020906299795472897
293,30,300,0.0018910013750523614
294,30,701,0.001587237316086153
295,30,67,0.001387343378955461
296,30,55,0.0011248178173705276
297,30,466,0.0011176351550551765
298,30,227,0.0010687129503375492
299,30,486,0.0009420743699671704
300,1543,930,0.0012023193909197925
301,1543,917,0.0010937787594053013
302,1543,707,0.0009399366934679832
303,1543,498,0.0009331600193392285
304,1543,227,0.0008449881263717376
305,1543,163,0.0006715419339532586
306,1543,72,0.0006707660825635586
307,1543,188,0.0005049494784784622
